Kürzel,Kanton,Name,Stimmberechtigte,Abgegebene Stimmen,Beteiligung in %,Gültige Stimmzettel,Ja,Nein,Ja in %
,,07.12.1975 Wasserwirtschaft,141126,28537,20,27654,25194,2460,91
,,07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung,141126,28537,20,27865,25366,2499,91
,,08.06.1975 Erschwerung Ausgabenbeschlüsse,140422,36779,26,36114,24556,11558,68
,,08.06.1975 Erhöhung Steuereinnahmen,140422,36779,26,36054,21076,14978,59
,,08.06.1975 Generalzolltarif,140422,36779,26,36055,17501,18554,49
,,08.06.1975 Finanzierung der Nationalstrassen,140422,36779,26,36158,20449,15709,57
,,08.06.1975 Schutz der Währung,140422,36779,26,36108,29506,6602,82
,,02.03.1975 Konjunkturartikel,139610,27090,19,26427,16439,9988,62
,,08.12.1974 Soziale Krankenversicherung (Gegenentwurf),139453,50108,36,49114,16798,30392,36
,,08.12.1974 Soziale Krankenversicherung (Initiative),139453,50108,36,49114,23377,24921,48
,,08.12.1974 Erschwerung Ausgabenbeschlüsse,139453,50108,36,47648,25395,22253,53
,,08.12.1974 Verbesserung Bundeshaushalt,139453,50108,36,48086,25124,22962,52
,,20.10.1974 Gegen die Überfremdung,139110,100271,72,98692,25066,73626,25
,,02.12.1973 Tierschutzartikel,137394,42385,31,41082,37188,3894,91
,,02.12.1973 Steuerwirksame Abschreibungen,137394,42385,31,41008,31876,9132,78
,,02.12.1973 Stabilisierung des Baumarktes,137394,42385,31,41261,32458,8803,79
,,02.12.1973 Massnahmen im Kreditwesen,137394,42385,31,41171,31181,9990,76
,,02.12.1973 Preisüberwachung,137394,42385,31,41386,24309,17077,59
,,20.05.1973 Jesuiten- und Klosterartikel,136156,28370,21,27924,22464,5460,80
,,04.03.1973 Forschungsartikel,134997,21222,16,20723,18195,2528,88
,,04.03.1973 Bildungsartikel,134997,21222,16,20803,18261,2542,88
,,03.12.1972 Abkommen mit der EWG,135584,63251,47,60811,46229,14582,76
,,03.12.1972 Einführung Volkspension (Gegenentwurf),135584,63251,47,62572,45001,16162,74
,,03.12.1972 Einführung Volkspension (Initiative),135584,63251,47,62572,15724,45333,26
,,24.09.1972 Waffenausfuhrverbot,136136,27465,20,27212,18898,8314,69
,,04.06.1972 Schutz der Währung,135035,19625,15,19287,18051,1236,94
,,04.06.1972 Stabilisierung des Baumarktes,135035,19625,15,19381,17164,2217,89
,,05.03.1972 Mieterschutz,134522,33833,25,33144,29163,3981,88
,,05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative,134522,33833,25,33182,23334,8650,73
,,05.03.1972 Förderung des Wohnungsbaues,134522,33833,25,33182,6185,25682,19
,,06.06.1971 Weiterführung der Finanzordnung,133086,26884,20,26112,20049,6063,77
,,06.06.1971 Umweltschutz,133086,26884,20,26637,25441,1196,96
,,07.02.1971 Frauenstimmrecht,57981,27511,47,27246,20527,6719,75
,,15.11.1970 Änderung Finanzordnung,57824,12259,21,12056,7646,4410,63
,,27.09.1970 Wohnungs- und Familienschutz,58025,17057,29,16715,10050,6665,60
,,27.09.1970 Förderung von Turnen und Sport,58025,17057,29,16712,13526,3186,81
,,07.06.1970 Gegen die Überfremdung,58186,42626,73,42093,15273,26820,36
,,01.02.1970 Inländische Zuckerwirtschaft,57679,12990,23,12791,5846,6945,46
,,14.09.1969 Bodenrecht,57434,7135,12,6972,4965,2007,71
,,01.06.1969 Eidg. technische Hochschulen,57238,7679,13,7442,2213,5229,30
,,19.05.1968 Tabakbesteuerung,56862,7955,14,7749,5372,2377,69
,,18.02.1968 Steueramnestie,56613,20176,36,19639,10039,9600,51
,,02.07.1967 Gegen die Bodenspekulation,56642,11007,19,10872,3666,7206,34
,,16.10.1966 Bekämpfung des Alkoholismus,55971,16609,30,16402,1451,14951,9
,,16.10.1966 Auslandschweizerartikel,55971,16596,30,16058,12194,3864,76
,,16.05.1965 Milchbeschluss,54512,8154,15,8022,6545,1477,82
,,28.02.1965 Massnahmen Bauwirtschaft,54284,22916,42,22075,7821,14254,35
,,28.02.1965 Massnahmen Kreditwesen,54284,22915,42,22013,7984,14029,36
,,06.12.1964 Preiskontrollmassnahmen,54166,9587,18,9429,7409,2020,79
,,24.05.1964 Berufsbildungsgesetz,54002,9576,18,9453,8281,1172,88
,,02.02.1964 Steueramnestie,53734,13255,25,12910,5959,6951,46
,,08.12.1963 Stipendien und Ausbildungsbeihilfen,53568,11575,22,11350,9964,1386,88
,,08.12.1963 Weiterführung Finanzordnung,53568,11574,22,11340,9727,1613,86
,,26.05.1963 Volksrecht und Atomwaffen,53212,17337,33,17157,9595,7562,56
,,04.11.1962 Wahl des Nationalrates,52698,6764,13,6581,2892,3689,44
,,27.05.1962 Taggelder des Nationalrates,52098,7555,15,7324,3353,3971,46
,,27.05.1962 Natur- und Heimatschutz,52098,7555,15,7384,6078,1306,82
,,01.04.1962 Verbot der Atomwaffen,51810,18932,37,18664,9855,8809,53
,,03.12.1961 Uhrenstatut,52286,11885,23,11739,10685,1054,91
,,22.10.1961 Einführung Gesetzesinitiative,52225,11425,22,11295,3407,7888,30
,,05.03.1961 Treibstoffzoll für Nationalstrassenbau,51402,27382,53,27054,9653,17401,36
,,05.03.1961 Leitungsanlagen für Treibstoffe,51402,27344,53,26188,15818,10370,60
,,04.12.1960 Massnahmen Milchwirtschaft,51240,9439,18,8336,5222,3114,63
,,29.05.1960 Preiskontrollmassnahmen,51302,9278,18,9171,7939,1232,87
,,24.05.1959 Zivilschutzartikel,50841,7389,15,7262,5301,1961,73
,,01.02.1959 Frauenstimmrecht,51396,29200,57,28956,10738,18218,37
,,07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl,50458,12572,25,12221,9193,3028,75
,,07.12.1958 Kursaalspiele,50458,12572,25,12073,7325,4748,61
,,26.10.1958 44-Stunden-Woche,50941,21008,41,20837,9440,11397,45
,,06.07.1958 Strassennetzverbesserung,50220,8678,17,8557,8038,519,94
,,06.07.1958 Filmwesen,50220,8678,17,8385,6878,1507,82
,,11.05.1958 Neuordnung Finanzhaushalt,50258,18201,36,17971,10044,7927,56
,,26.01.1958 Missbrauch wirtschaftlicher Macht,49926,15017,30,14754,2958,11796,20
,,24.11.1957 Brotgetreideversorgung,51064,8806,17,8618,6328,2290,73
,,24.11.1957 Atomenergie und Strahlenschutz,51064,8806,17,8589,6989,1600,81
,,03.03.1957 Rundspruch und Fernsehen,49292,13079,27,12751,8863,3888,70
,,03.03.1957 Zivilschutzartikel,49292,13079,27,12707,7003,5704,55
,,30.09.1956 Ausgabenbeschlüsse,50159,10054,20,9798,4665,5133,48
,,30.09.1956 Revision der Brotgetreideordnung,50159,10054,20,9837,4562,5275,46
,,13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden,49788,11576,23,11421,6132,5289,54
,,13.05.1956 Wasserrechtskonzessionen,49788,11576,23,11226,2443,8783,22
,,04.03.1956 Beschränkte Preiskontrolle,49563,23511,47,23127,19819,3308,86
,,13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf),49189,18558,38,18303,8332,9838,46
,,13.03.1955 Mieter- und Konsumentenschutzinitiative,49189,18558,38,18303,9563,8672,52
,,05.12.1954 Schutz der Stromlandschaft Rheinau,49450,12897,26,12793,1854,10939,15
,,24.10.1954 Finanzordnung 1955 bis 1958,49014,11257,23,11089,7757,3332,70
,,20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer,49025,7319,15,6982,3340,3642,48
,,20.06.1954 Fähigkeitsausweise,49025,7326,15,7176,3453,3723,48
,,06.12.1953 Schutz der Gewässer,48845,16037,33,15583,12785,2798,82
,,06.12.1953 Neuordnung Finanzhaushalt,48845,16854,35,16576,8176,8400,49
,,19.04.1953 Postverkehrsgesetz,48243,15860,33,15649,7379,8270,47
,,23.11.1952 Brotgetreideversorgung,48297,16149,33,15710,13589,2121,87
,,23.11.1952 Preiskontrolle,48297,16149,33,15846,12708,3138,80
,,05.10.1952 Luftschutzräume,48634,13416,28,12900,1601,11299,12
,,05.10.1952 Tabaksteuer und AHV,48634,13416,28,13170,10102,3068,77
,,06.07.1952 Deckung der Rüstungsausgaben,48284,10804,22,10672,4069,6603,38
,,18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften,48191,17464,36,17324,10051,7273,58
,,20.04.1952 Warenumsatzsteuer-Initiative,48132,13110,27,12987,3483,9504,27
,,30.03.1952 Landwirtschaftsgesetz,48158,20031,42,19791,15702,4089,79
,,02.03.1952 Bewilligungspflicht für Gasthöfe,48001,18513,39,17294,10550,6744,61
,,08.07.1951 Öffentliche Unternehmungen und Kosten der Armee,48509,7260,15,7178,935,6243,13
,,15.04.1951 Gegenentwurf zur Freigeldinitiative,48185,12736,26,12357,11172,863,93
,,15.04.1951 Freigeldinitiative,48185,12736,26,12357,630,11530,5
,,25.02.1951 Autotransportordnung,48190,14718,31,14498,9133,5365,63
,,03.12.1950 Finanzordnung 1951 bis 1954,48257,13596,28,13012,9039,3973,70
,,03.12.1950 Wahl des Nationalrates,48257,13596,28,12251,6300,5951,51
,,01.10.1950 Verhinderung der Spekulation,47911,9240,19,9076,2259,6817,25
,,04.06.1950 Neuordnung Finanzhaushalt,44532,15957,36,15783,6960,8823,44
,,29.01.1950 Förderung Wohnbautätigkeit,48067,15831,33,15599,8477,7122,54
,,11.12.1949 Dienstverhältnis Bundesbeamte,47923,29422,61,28984,21480,7504,74
,,11.09.1949 Rückkehr zur direkten Demokratie,47845,8405,18,8249,4463,3786,54
,,22.05.1949 Bekämpfung der Tuberkulose,47680,16807,35,16387,5394,10993,33
,,22.05.1949 Nationalbankartikel,47680,16807,35,15092,6907,8185,46
,,14.03.1948 Ordnung der Zuckerwirtschaft,47387,15558,33,15313,6736,8577,44
,,06.07.1947 Gesetz über die AHV,47291,31462,67,31126,28201,2925,91
,,06.07.1947 Revision Wirtschaftsartikel,47291,31462,67,30402,22123,8279,73
,,18.05.1947 Wirtschaftsreform und Rechte der Arbeit,47020,18089,39,17945,7244,10701,40
,,08.12.1946 Recht auf Arbeit,46924,12848,27,12548,1736,10812,14
,,10.02.1946 Gütertransportordnung,46086,22177,48,21934,10656,11278,49
,,25.11.1945 Für die Familie,47087,16776,36,16499,14743,1756,89
,,21.01.1945 Gesetz über die Bundesbahnen,45177,22371,50,22016,16533,5483,75
,,29.10.1944 Unlauterer Wettbewerb,46466,13794,30,13414,9156,4258,68
,,03.05.1942 Reorganisation des Nationalrates,44620,10373,23,10208,1854,8354,18
,,25.01.1942 Volkswahl Bundesrat,43578,22421,52,22206,6729,15477,30
,,09.03.1941 Neuordnung Alkoholwesen,43664,17298,40,17030,8229,8801,48
,,01.12.1940 Vorunterricht in der Armee,43836,17883,41,17630,7316,10314,42
,,03.12.1939 Dienstverhältnis und Versicherung Bundespersonal,44765,22275,50,21941,12204,9737,56
,,04.06.1939 Armee und Arbeitslosigkeit,42563,13067,31,12922,11480,1442,89
,,22.01.1939 Einschränkung Dringlichkeitsklausel,42236,7591,18,7130,5652,1478,79
,,22.01.1939 Verfassungsgerichtsbarkeit,42236,7591,18,6613,1874,4739,28
,,27.11.1938 Übergangsordnung Finanzhaushalt,42873,14910,35,14431,12694,1737,88
,,03.07.1938 Strafgesetzbuch,42768,15445,36,15256,6485,8771,43
,,20.02.1938 Private Rüstungsindustrie (Gegenentwurf),44238,12933,29,12251,10463,1301,89
,,20.02.1938 Private Rüstungsindustrie (Initiative),44238,12933,29,12251,887,9380,9
,,20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte,44238,12933,29,12070,1234,10836,10
,,20.02.1938 Rätoromanisch als Nationalsprache,44238,12933,29,12641,11952,689,95
,,28.11.1937 Verbot der Freimaurerei,43633,22965,53,22666,7982,14684,35
,,08.09.1935 Initiative für die Totalrevision der Bundesverfassung,42714,16125,38,15947,5890,10057,37
,,02.06.1935 Bekämpfung der Wirtschaftskrise,42687,31432,74,31101,10734,20367,35
,,05.05.1935 Verkehrsteilungsgesetz,42855,15592,36,15348,10201,5147,67
,,24.02.1935 Neuordnung der militärischen Ausbildung,42669,30686,72,29877,17820,12057,60
,,11.03.1934 Schutz der öffentlichen Ordnung,40587,25833,64,25519,18137,7382,71
,,28.05.1933 Herabsetzung Löhne Bundespersonal,40351,27879,69,27612,10511,17101,38
,,06.12.1931 Besteuerung des Tabaks,38547,23483,61,21841,11720,10121,54
,,06.12.1931 Gesetz über die AHV,38547,23483,61,23014,9167,13847,40
,,15.03.1931 Amtsdauer von Bundesbehörden,39414,9779,25,9585,7085,2500,74
,,15.03.1931 Wahl des Nationalrats,39414,9779,25,9578,2484,7094,26
,,08.02.1931 Ordensverbot,39344,5211,13,5099,3905,1194,77
,,06.04.1930 Alkoholwesen,38858,19007,49,18817,13723,5094,73
,,12.05.1929 Branntweinverbot,37590,10994,29,10836,1878,8958,17
,,12.05.1929 Gesetzgebung Strassenverkehr,37590,10799,29,10489,2091,8398,20
,,03.03.1929 Zolltarifgesetz,37546,17185,46,16896,12248,4648,73
,,03.03.1929 Getreideversorgung (Gegenentwurf),37546,17185,46,16949,12368,4534,73
,,03.03.1929 Getreideversorgung (Initiative),37546,17185,46,16949,200,16717,1
,,02.12.1928 Erhaltung der Kursäle,37154,11535,31,11403,8799,2604,77
,,20.05.1928 Massnahmen gegen die Überfremdung,37037,9537,26,9378,5256,4122,56
,,15.05.1927 Automobil- und Fahrradverkehr,36541,12941,35,12750,10575,2175,83
,,15.05.1927 Entschädigung an Kantone für Alpenstrassen,36541,13140,36,13029,12670,359,97
,,05.12.1926 Getreideversorgung,37037,16724,45,16568,9840,6728,59
,,06.12.1925 Bundesbeschluss betreffend die AHV,36855,15705,43,15568,14434,1134,93
,,25.10.1925 Aufenthalt und Niederlassung Ausländer,35062,14178,40,13133,5207,7926,40
,,24.05.1925 Initiative für die AHV/IV,34187,15171,44,14980,8779,6201,59
,,17.02.1924 Fabrikgesetz,36331,22797,63,22239,7736,14503,35
,,03.06.1923 Alkoholwesen,35127,10205,29,10119,6901,3218,68
,,15.04.1923 Zollinitiative,40955,14288,35,14147,3886,10261,28
,,18.02.1923 Abkommen mit Frankreich zu Hochsavoyen,41821,9265,22,8982,5222,3760,58
,,18.02.1923 Schutzhaft-Initiative,41821,9522,23,9283,1504,7779,16
,,03.12.1922 Einmalige Vermögensabgabe,40065,26083,65,25498,4386,21112,17
,,24.09.1922 Innere Sicherheit und bedingter Strafvollzug,41776,16251,39,16033,5269,10764,33
,,11.06.1922 Wählbarkeit der Bundesbeamten,42076,7854,19,7664,4984,2680,65
,,11.06.1922 Ausweisung von Ausländern,42076,7854,19,7652,3259,4393,43
,,11.06.1922 Einbürgerungswesen,42076,7854,19,7586,2517,5069,33
,,22.05.1921 Artikel über die Luftschiffahrt,43206,4934,11,4817,3762,1055,78
,,22.05.1921 Artikel über den Automobil- und Fahrradverkehr,43206,5124,12,5038,3799,1239,75
,,30.01.1921 Aufhebung der Militärjustiz,41799,21311,51,20437,13001,7436,64
,,30.01.1921 Staatsvertragsreferendum,41799,21311,51,19384,16330,3054,84
,,31.10.1920 Arbeitszeit bei den Eisenbahnen,41992,16470,39,16220,11782,4438,73
,,16.05.1920 Beitritt zum Völkerbund,42192,18754,44,18531,15709,2822,85
,,21.03.1920 Gegenentwurf zur Spielbanken-Initiative,41658,16826,40,15680,6476,9204,41
,,21.03.1920 Verbot der Spielbanken,41658,16826,40,15697,9167,6530,58
,,21.03.1920 Ordnung des Arbeitsverhältnisses,41658,16826,40,16019,12920,3099,81
,,10.08.1919 Wahlen in den National- und Bundesrat,40857,4868,12,4740,4227,513,89
,,04.05.1919 Ausserordentliche Kriegssteuer,40871,9817,24,9640,6518,3122,68
,,04.05.1919 Artikel über die Schiffahrt,40871,9572,23,9395,7787,1608,83
,,13.10.1918 Proporzwahl des Nationalrates,40883,9161,22,9029,7462,1567,83
,,02.06.1918 Initiative für die direkte Bundessteuer,41654,13614,33,13451,6005,7446,45
,,13.05.1917 Stempelabgaben,40320,5762,14,5569,3490,2079,63
,,06.06.1915 Einmalige Kriegssteuer,40073,11296,28,11219,10711,508,96
,,25.10.1914 Gerichtsbarkeit,40725,8376,21,7622,5717,1905,75
,,04.05.1913 Krankheitsbekämpfung,39956,4158,10,4070,3406,664,84
,,04.02.1912 Kranken- und Unfallversicherung,39764,15469,39,15108,8165,6943,54
,,23.10.1910 Proporzwahl des Nationalrates,40439,15102,37,14868,9785,5083,66
,,25.10.1908 Wasserkraft und Elektrizität,40609,11597,29,11027,8117,2910,74
,,05.07.1908 Absinthverbot,40261,7499,19,7367,5037,2330,68
,,05.07.1908 Gewerbewesen,40261,6437,16,6305,4663,1642,74
,,03.11.1907 Militärorganisation,40255,17713,44,17370,8011,9359,46
,,10.06.1906 Lebensmittelngesetz,39837,8288,21,8140,7365,775,91
,,19.03.1905 Ausdehnung des Erfinderschutzes,39975,7172,18,6988,5241,1747,75
,,25.10.1903 Alkoholartikel,39431,9485,24,9376,3648,5728,39
,,25.10.1903 Wahl des Nationalrates,39431,9687,25,9578,1365,8213,14
,,25.10.1903 Bundesstrafrecht, Anstiftung Militärpflichtiger zu Verbrechen,39431,9586,24,9477,1618,7859,17
,,15.03.1903 Zolltarifgesetz,39435,17692,45,17483,5957,11526,34
,,23.11.1902 Unterstützung der Primarschule,39401,12011,31,11890,11180,710,94
,,04.11.1900 Volkswahl Bundesrat,38968,15623,40,15415,7786,7629,51
,,04.11.1900 Proporzwahl des Nationalrates,38968,15641,40,15433,7954,7479,52
,,20.05.1900 Kranken-, Unfall- und Militärversicherung,38429,11850,31,11629,4863,6766,42
,,13.11.1898 Strafrechtseinheit,38001,9137,24,8970,5178,3792,58
,,13.11.1898 Zivilrechtseinheit,38001,9140,24,8973,5336,3637,60
,,20.02.1898 Schweiz. Bundesbahnen,38270,19100,50,18879,11909,6970,63
,,11.07.1897 Lebensmittelpolizei,38194,6429,17,6312,3985,2327,63
,,11.07.1897 Wasserbau- und Forstpolizei,38194,6358,17,6241,3563,2678,57
,,28.02.1897 Schweizerische Bundesbank,38609,14254,37,13999,6335,7664,45
,,04.10.1896 Disciplinarstrafordnung der Armee,37804,12490,33,12342,1669,10673,14
,,04.10.1896 Eisenbahnenrechnungsgesetz,37804,13518,36,13370,6686,6684,50
,,04.10.1896 Viehhandelsgesetz,37804,13135,35,12987,5200,7787,40
,,03.11.1895 Militärartikel,34100,13903,41,13736,5723,8013,42
,,29.09.1895 Zündhölzchenmonopol,33884,8413,25,8331,1000,7331,12
,,03.02.1895 Gesandtschaftsgesetz,33277,9264,28,9081,4526,4555,50
,,04.11.1894 Zollinitiative,33209,16140,49,15943,9041,6902,57
,,03.06.1894 Recht auf Arbeit,32297,10453,32,10336,3692,6644,36
,,04.03.1894 Vorschriften für das Gewerbe,32501,12649,39,12332,6096,6236,49
,,20.08.1893 Schächtverbot,28169,6860,24,6788,854,5934,13
,,06.12.1891 Rückkauf der Centralbahn,29500,...,...,12546,3321,9225,27
,,18.10.1891 Zolltarifgesetz,...,11725,...,11627,499,11128,4
,,18.10.1891 Banknotenmonopol,...,12971,...,12873,3093,9780,24
,,05.07.1891 Einführung der Volksinitiative,29500,10595,36,10429,7171,3258,69
,,15.03.1891 Pensionsgesetz,29547,16515,56,16198,5134,11064,32
,,26.10.1890 Unfall- und Krankenversicherung,37632,17628,47,16822,14419,2403,86
,,17.11.1889 Schuldbetreibung und Konkurs,37637,17677,47,17491,8034,9457,46
,,10.07.1887 Erfindungsschutz,35698,7399,21,7318,6607,711,90
,,15.05.1887 Alkoholmonopol,37244,13585,37,13585,11917,1668,88
,,25.10.1885 Alkoholregelung,...,12728,...,12728,11151,1577,88
,,11.05.1884 Gesandtschaft in Washington,37508,15858,42,15427,4669,10758,30
,,11.05.1884 Bundesstrafrecht (Stabio Artikel),37508,15858,42,15574,5299,10275,34
,,11.05.1884 Patenttaxen der Handelsreisenden,37508,15858,42,15452,5040,10412,33
,,11.05.1884 Organisation des Justiz- und Polizeidepartements,37508,15858,42,15654,5018,10636,32
,,26.11.1882 Schulsekretär,...,...,...,19173,6801,12372,36
,,30.07.1882 Epidemiengesetz,...,...,...,10157,2707,7450,27
,,30.07.1882 Erfindungsschutz,...,...,...,9500,3292,6208,35
,,31.10.1880 Banknotenmonopol,...,...,...,13485,4729,8756,35
,,18.05.1879 Wiedereinführung der Todesstrafe,35000,...,...,13479,5486,7993,41
,,19.01.1879 Subvention der Alpenbahnen,35000,...,...,18202,16002,2200,88
,,21.10.1877 Politische Rechte,...,...,...,11139,1490,9649,13
,,21.10.1877 Militärpflichtersatz,...,...,...,11327,1779,9548,16
,,21.10.1877 Fabrikgesetz,...,...,...,11197,2310,8887,21
,,09.07.1876 Militärpflichtersatzsteuer,...,...,...,12042,2208,9834,18
,,23.04.1876 Banknotengesetz,...,...,...,12088,4063,8025,34
,,23.05.1875 Politisches Stimmrecht,...,...,...,13785,4767,9018,35
,,23.05.1875 Zivilstand und Ehe,...,...,...,14062,4871,9191,35
,,19.04.1874 Totalrevision,...,...,...,18752,6245,12507,33
,,12.05.1872 Totalrevision,...,...,...,12773,5871,6902,46
,,14.01.1866 Lotterie und Hasardspiele,...,...,...,7738,5174,2564,67
,,14.01.1866 Schutz des geistigen Eigentums,...,...,...,7730,6064,1666,78
,,14.01.1866 Ausschliessung Strafarten,...,...,...,7744,4837,2907,63
,,14.01.1866 Glaubens- und Kultusfreiheit,...,...,...,7772,6019,1753,77
,,14.01.1866 Stimmrecht in kantonalen Angelegenheiten,...,...,...,7742,6458,1284,83
,,14.01.1866 Zivilrechtliche Verhältnisse der Niedergelassenen,...,...,...,7775,4612,3163,59
,,14.01.1866 Stimmrecht in Gemeindeangelegenheiten,...,...,...,7712,4889,2823,63
,,14.01.1866 Gleichstellung der Juden,...,...,...,7804,6595,1209,85
,,14.01.1866 Mass und Gewicht,...,...,...,7734,6854,880,89
VD,Vaud,24.09.2017 Reform der Altersvorsorge,440732,201815,46,196657,96586,100071,49
,,24.09.2017 Zusatzfinanzierung der AHV,440732,201817,46,197155,102638,94517,52
